call_id,call_date,caller_type,agent_name,restaurant_name,phone,outcome,pos_captured,poc_name,poc_role,availability_window,poc_email
C000097,2026-07-30,ai,dialler-02,Pike Alehouse,+1 555 904 7831,POS Validated,CADENCE,,,,
C000244,2026-07-05,human,Sana,Cardinal Chophouse,(555) 954-9908,Data capture incomplete,,,,,
C000303,2026-07-27,ai,dialler-02,Yarrow Cafe - Bayview Flats,+15552789922,No Answer,,,,,
C001274,2026-07-26,ai,dialler-02,Vesper Chophouse Verano Bay,+1 555 942 8416,No Answer,,,,,
C000177,2026-06-22,ai,dialler-03,Bramble Trattoria,+1 555 115 1007,Not reached,,,,,
C000298,2026-06-15,ai,dialler-01,Cinder Room,(555) 649-0270,POS Validated,Meridian Cloud,,,,
C001228,2026-06-27,human,Zara,Prairie Smokehouse,+1 555 753 0203,Gatekeeper,,,,,
C001230,2026-06-25,human,Zara,Sparrow Taqueria,(555) 852-1796,POS Validated,Meridian Cloud POS,Hassan Lopez,Owner,,
C000096,2026-07-15,human,Layla,Pike Alehouse Restaurant,(555) 904-7831,Callback,,,,,
C001697,2026-07-14,ai,dialler-02,The Salt & Vine Dining Room,+1 555 117 7663,No Answer,,,,,
C000587,2026-07-30,human,Zara,Ember Tavern,+1 555 336 0578,POS Validated,vellum pos,Grace Johnson,Owner,Weekends only,grace.johnson@embertavern.example
C000211,2026-07-30,ai,dialler-03,Warbler Oyster Bar,+1 555 725 0459,POS Validated,Vellum Restaurant,,,,
C001235,2026-07-28,human,Hiba,Silverfin Steakhouse,+1 555 814 0250,Data capture incomplete,,Sofia Vasquez,,,
C000704,2026-07-11,human,Sana,The Harrow Donuts,555.397.4324,Data capture incomplete,,,,,
C001256,2026-07-06,human,Hiba,The Blue Heron Oyster Bar,+15556650346,Callback,,,,,
C000954,2026-07-14,human,Sana,Motherland Trattoria Restaurant,(555) 239-7098,Callback,,,,,
C001419,2026-08-01,ai,dialler-03,Rambler Chophouse Verano Bay,5551020241,No Answer,,,,,
C000406,2026-07-05,human,Sana,Verde Cantina,+15559180430,Callback,,,,,
C000237,2026-07-09,ai,dialler-01,Larkspur Deli,555-862-2944,Not reached,,,,,
C000631,2026-07-03,human,Fatima,Tidewater Deli Verano Bay,+1 555 737 4233,No Answer,,,,,
C000731,2026-06-18,ai,dialler-01,FERNWOOD BISTRO,555-494-7594,No Answer,,,,,
C001645,2026-06-22,human,Hiba,Sparrow Grill - Corvo Heights,555.720.6330,Not reached,,,,,
C000154,2026-07-03,human,Zara,Pike Room,+1 555 535 7262,Callback,,,,,
C000730,2026-07-31,ai,dialler-02,Fernwood Bistro,5554947594,Callback,,,,,
C000675,2026-06-20,human,Hiba,ANCHOR ROOM,555-330-9758,Callback,,,,,
C000838,2026-07-19,ai,dialler-01,Hearth Alehouse,5552587936,No Answer,,,,,
C001777,2026-07-18,human,Zara,Nettle Trattoria - Quarry End,555-941-2356,Callback,,,,,
C000179,2026-06-20,human,Zara,Cinder Trattoria,(555) 183-9308,Callback,,,,,
C001547,2026-06-10,ai,dialler-01,Bramble Wine Bar,(555) 699-7998,POS Validated,Northstar Restaurant,James Lopez,General Manager,Tue/Thu mornings,
C000798,2026-06-20,human,Layla,Nine Bridges House,+1 555 349 7342,POS Validated,Northstar,,,,
C000746,2026-07-08,human,Layla,Cardinal Smoothie,555.456.3086,No Answer,,,,,
C001544,2026-07-14,ai,dialler-01,Foxglove Brasserie Verano Bay,555.486.1457,No Answer,,,,,
C001211,2026-07-07,ai,dialler-02,Pike Cafe,+1 555 986 5999,Not reached,,,,,
C000083,2026-07-20,human,Layla,Fernwood Smokehouse,5557987288,Gatekeeper,,,,,
C000909,2026-06-14,ai,dialler-03,Kingfisher Smokehouse,+15553657813,Not reached,,,,,
C000341,2026-07-25,human,Sana,WILDWOOD BISTRO,+15555641735,Callback,,,,,
C001457,2026-07-10,ai,dialler-03,Bramble Osteria,(555) 208-1551,POS Validated,Cadence,,,,
C000434,2026-07-09,human,Sana,Orchard Oyster Bar,5556278100,No Answer,,,,,
C000738,2026-07-13,human,Layla,Sorrel Cantina,555.767.0784,Data capture incomplete,,,,,
C000485,2026-06-15,human,Zara,Olive & Ash Taqueria,+1 555 349 4797,Callback,,,,,
C000071,2026-07-06,ai,dialler-01,Dovetail Trattoria Verano Bay,(555) 500-3879,Not reached,,,,,
C001607,2026-07-27,ai,dialler-01,Little Bear Wine Bar,+15554297781,Gatekeeper,,,,,
C000163,2026-07-09,human,Layla,Roan Chophouse,+15557021453,No Answer,,,,,
C000778,2026-06-18,ai,dialler-01,Inkwell Room - Rivera District,555-893-6959,Not reached,,,,,
C001767,2026-07-23,ai,dialler-01,Pike Smokehouse,+15555179340,Not reached,,,,,
C001378,2026-06-15,ai,dialler-03,Inkwell Steakhouse - Sablewood,5558228998,No Answer,,,,,
C001862,2026-06-12,human,Hiba,Thistle Donuts,+1 555 670 8701,No Answer,,,,,
C001848,2026-07-29,ai,dialler-02,VESPER ROOM,(555) 258-5146,POS Validated,ironcladpos,Victor Hernandez,Owner,,
C000111,2026-06-18,ai,dialler-01,Plumb Trattoria,+15553563139,Not reached,,,,,
C000274,2026-07-21,human,Fatima,Violet Osteria,555-755-2562,POS Validated,Cadence Mini,,,,
C000551,2026-07-30,ai,dialler-02,Magpie Kiosk Restaurant,555-377-2256,No Answer,,,,,
C000342,2026-07-10,human,Layla,Olive & Ash Juice Bar 1 2,+1 555 938 6758,Not reached,,,,,
C000218,2026-07-15,human,Fatima,Yarrow Kitchen,555.661.3400,Callback,,,,,
C001217,2026-07-17,ai,dialler-01,Marrow Chophouse,5556278071,Gatekeeper,,,,,
C000346,2026-07-14,human,Layla,Harrow Wine Bar,(555) 883-4632,POS Validated,ironcladpos,Michael Bianchi,Operations Manager,,michael.bianchi@harrowwinebar.example
C000093,2026-07-05,human,Zara,Stonecutter To Go,5553554732,Callback,,,,,
C000757,2026-06-30,ai,dialler-03,Violet Table,+1 555 363 8422,Callback,,,,,
C001739,2026-07-12,ai,dialler-02,Sorrel Steakhouse,(555) 323-5042,Not reached,,,,,
C000050,2026-07-21,ai,dialler-02,Amber Coffee 1 Restaurant,555.481.8667,Callback,,,,,
C001418,2026-06-21,ai,dialler-03,Rambler Chophouse,+15551020241,POS Validated,orbit systems,,,,
C001277,2026-07-17,ai,dialler-03,Tidewater Coffee,+15555256517,Data capture incomplete,,Hassan Bianchi,,,
C001542,2026-07-16,human,Zara,Foxglove Brasserie - Quarry End,5554861457,POS Validated,cadence,Sofia Doyle,Owner,Tue/Thu mornings,
C001096,2026-06-16,ai,dialler-02,Thistle Brasserie,555-348-5831,No Answer,,,,,
C001444,2026-07-02,ai,dialler-02,Hearth Tavern,+1 555 213 0445,POS Validated,orbit systems,,,,
C000705,2026-07-02,human,Hiba,Harrow Donuts - Calder Park,5553974324,Not reached,,,,,
C001797,2026-07-08,ai,dialler-01,The Driftwood Sandwich Shop,555-949-0319,Data capture incomplete,,Christina Williams,,,
C000173,2026-07-27,ai,dialler-01,TIN ROOF GRILL,(555) 787-5728,No Answer,,,,,
C000115,2026-06-15,ai,dialler-03,MERCADO OYSTER BAR,+15553957496,Not reached,,,,,
C000124,2026-07-07,ai,dialler-01,Salt & Vine Boba - Sablewood,(555) 522-5845,POS Validated,Saltbox,,,,
C001461,2026-07-04,ai,dialler-03,Kinship Coffee 1 Restaurant,+15555432878,No Answer,,,,,
C000180,2026-06-23,human,Zara,Cardinal House,+1 555 538 3004,Data capture incomplete,,,,,
C000905,2026-06-22,human,Zara,Quill Wine Bar Restaurant,(555) 700-2920,Callback,,,,,
C000375,2026-07-06,human,Sana,Heron Dining Room,(555) 409-8444,No Answer,,,,,
C001805,2026-07-21,human,Sana,Nightjar Smokehouse Verano Bay,5552287614,Gatekeeper,,,,,
C000591,2026-07-14,ai,dialler-01,Ironwood Creamery,+1 555 851 6826,Callback,,,,,
C000652,2026-06-12,ai,dialler-02,The Nightjar Smoothie 1 2 3,(555) 499-2643,Not reached,,,,,
C000759,2026-07-15,ai,dialler-02,Tin Roof Smokehouse,(555) 364-4090,No Answer,,,,,
C000444,2026-06-17,human,Sana,Persimmon Room,+15558805470,Data capture incomplete,,Rachel Chen,,,
C000281,2026-07-11,ai,dialler-02,Understory Counter,5553803345,Data capture incomplete,,Paul Le,,,
C001340,2026-07-04,ai,dialler-03,Juniper Creamery,555.375.3850,Callback,,,,,
C001813,2026-07-24,ai,dialler-03,The Fallowfield Kitchen,555.874.1796,Callback,,,,,
C000881,2026-07-07,ai,dialler-03,Rosewater Creamery - Marisol,(555) 641-1306,Data capture incomplete,,,,,
C000068,2026-07-06,human,Sana,Heron Bistro,555-867-7811,No Answer,,,,,
C001438,2026-07-11,human,Layla,Kinship Creamery 1,555-154-3872,Not reached,,,,,
C000872,2026-07-18,ai,dialler-03,THISTLE CHOPHOUSE,5551781499,Not reached,,,,,
C000756,2026-06-16,ai,dialler-01,WREN BOBA,555-628-0282,No Answer,,,,,
C001427,2026-06-12,human,Fatima,Mercado Coffee,555.850.9445,Not reached,,,,,
C000851,2026-06-26,human,Layla,Thicket Brasserie,+1 555 705 5210,Callback,,,,,
C001657,2026-06-23,ai,dialler-03,Copper Donuts - Greenhithe,+15553704609,Data capture incomplete,,,,,
C000544,2026-08-02,ai,dialler-02,Kingfisher Chophouse,555-616-8334,Not reached,,,,,
C001197,2026-07-05,human,Layla,HEARTH CREAMERY,555-441-1868,No Answer,,,,,
C000056,2026-06-22,ai,dialler-03,Ironwood Kitchen,5557079080,No Answer,,,,,
C001332,2026-06-14,ai,dialler-03,Bramble Donuts,555.458.6516,Callback,,,,,
C001103,2026-07-01,ai,dialler-01,Little Bear Chophouse,(555) 859-9691,Callback,,,,,
C000506,2026-07-19,ai,dialler-01,Thicket Creamery,5554669392,Not reached,,,,,
C000500,2026-07-25,ai,dialler-01,Halcyon Trattoria,(555) 406-3156,Data capture incomplete,,,,,
C000401,2026-07-03,human,Zara,Violet Chophouse,555.790.1402,No Answer,,,,,
C000602,2026-06-13,ai,dialler-02,Halcyon Dining Room,555.644.2073,Gatekeeper,,,,,
C001265,2026-07-29,ai,dialler-01,Gallow Taqueria,(555) 561-2338,No Answer,,,,,
C001830,2026-07-24,ai,dialler-02,Jackdaw Osteria - Rivera District,5551389885,No Answer,,,,,
C000594,2026-07-19,ai,dialler-02,Motherland Chophouse,+15555378596,POS Validated,Cadence,,,,
C000960,2026-07-11,ai,dialler-02,Tin Roof Brasserie,5556600310,Callback,,,,,
C001088,2026-07-03,ai,dialler-01,Basil & Bone Smokehouse,555.233.0612,No Answer,,,,,
C001116,2026-06-24,human,Fatima,PIKE GRILL,(555) 728-9782,No Answer,,,,,
C001035,2026-06-21,ai,dialler-02,Alder House,+1 555 490 1277,POS Validated,Northstar,Robert Patel,Co-Owner,After 9pm,
C000088,2026-06-23,ai,dialler-01,Olive & Ash Table,+1 555 951 9633,POS Validated,Ironclad,,,,
C000495,2026-07-03,ai,dialler-02,Jackdaw Brasserie - Greenhithe,5553630393,POS Validated,Cadence Station,,,,
C001852,2026-07-18,human,Zara,The Yarrow Table,555.180.4773,Callback,,,,,
C000522,2026-07-06,ai,dialler-01,Dovetail Taqueria,+1 555 387 7798,No Answer,,,,,
C000456,2026-07-04,ai,dialler-03,Golden Hour Room - Harbor Point,+1 555 575 8332,POS Validated,Ironclad POS,,,,
C000442,2026-07-24,ai,dialler-01,The Persimmon Room,555.880.5470,No Answer,,,,,
C000074,2026-06-09,ai,dialler-02,Yarrow Express,+15551992756,POS Validated,cadence,,,,
C000593,2026-07-23,human,Sana,The Motherland Chophouse,+15555378596,No Answer,,,,,
C000848,2026-06-14,ai,dialler-03,WARBLER TRATTORIA,+15552036871,Gatekeeper,,,,,
C000204,2026-06-27,ai,dialler-01,Quarry House,+1 555 251 6300,No Answer,,,,,
C001661,2026-06-30,human,Sana,Inkwell Brasserie Verano Bay,+15552877152,No Answer,,,,,
C001729,2026-06-16,human,Hiba,Halcyon Alehouse,5555452669,Callback,,,,,
C000622,2026-07-11,ai,dialler-03,Juniper Kitchen,+1 555 318 7327,Not reached,,,,,
C001500,2026-07-30,human,Fatima,Stonecutter Chophouse,+1 555 780 7842,Not reached,,,,,
C001150,2026-07-17,human,Fatima,Rosewater Bistro - Calder Park,5557271688,No Answer,,,,,
C000895,2026-07-04,ai,dialler-02,Driftwood Supper Club,5559739616,Gatekeeper,,,,,
C001772,2026-06-17,human,Sana,Wren Alehouse,+15559258974,No Answer,,,,,
C001065,2026-06-09,human,Zara,Cobalt Bakery,+1 555 515 1007,Data capture incomplete,,Susan Schmidt,,,
C001520,2026-06-22,human,Fatima,Loam Oyster Bar,5559752218,Callback,,,,,
C001149,2026-07-26,ai,dialler-03,Rosewater Bistro - Corvo Heights,5557271688,Not reached,,,,,
C000792,2026-07-04,ai,dialler-01,Sable Grill,(555) 610-5450,POS Validated,Vellum Restaurant,,,,
C000556,2026-06-24,human,Hiba,Vesper Osteria,555-181-2316,Not reached,,,,,
C001345,2026-07-13,human,Zara,Kinship Kiosk - Bramble Row,5557728210,No Answer,,,,,
C000166,2026-06-29,human,Layla,Dovetail Alehouse Verano Bay,(555) 361-5085,Data capture incomplete,,,,,
C001454,2026-07-30,ai,dialler-03,Kingfisher Trattoria Verano Bay,+15552031076,Not reached,,,,,
C001811,2026-06-20,ai,dialler-03,Fallowfield Kitchen,555.874.1796,No Answer,,,,,
C001209,2026-07-05,ai,dialler-02,The Marrow Osteria,(555) 810-0779,Gatekeeper,,,,,
C000651,2026-07-14,ai,dialler-01,The Amber Table,(555) 789-9280,Callback,,,,,
C001262,2026-07-14,human,Hiba,Sparrow Kitchen,+15558296640,No Answer,,,,,
C000994,2026-07-29,ai,dialler-01,The Sorrel Grill,555-968-9127,No Answer,,,,,
C000320,2026-06-18,human,Zara,Amber Dining Room,+1 555 741 6843,POS Validated,ironcladpos,George Okafor,Owner,,
C001879,2026-07-24,human,Zara,Verde Cafe,+1 555 330 5824,POS Validated,meridian,David Martinez,Owner,,
C001755,2026-07-23,human,Zara,Bluebird Boba - Old Mill,+1 555 291 3459,Data capture incomplete,,,,,
C000654,2026-07-12,human,Layla,Nightjar Smoothie 1 2 3,555-499-2643,POS Validated,vellum,,,,
C001864,2026-08-02,ai,dialler-01,Gallow House - Lantern Hill,5559008040,POS Validated,Fernpost,,,,
C001306,2026-06-27,human,Layla,Plumb Brasserie,+1 555 285 4236,Not reached,,,,,
C000825,2026-07-07,ai,dialler-03,Palisade Grill,555.819.0423,Callback,,,,,
C001510,2026-07-28,human,Hiba,Cardinal Food Truck,5553057742,No Answer,,,,,
C000611,2026-07-17,ai,dialler-01,Sixpence Room,+15558706960,Callback,,,,,
C001333,2026-06-17,ai,dialler-03,Bramble Donuts - Harbor Point,+15554586516,Data capture incomplete,,Elena Garcia,,,
C001477,2026-07-03,human,Layla,Kettle Room,(555) 459-8951,POS Validated,Ironclad POS,,,,
C000599,2026-07-01,human,Hiba,Bramble Kitchen,555.596.1384,Not reached,,,,,
C001652,2026-06-13,ai,dialler-02,Loam Trattoria - Miradero,+15557461807,Data capture incomplete,,,,,
C000339,2026-07-31,ai,dialler-03,Wildwood Bistro,555-564-1735,Data capture incomplete,,,,,
C000830,2026-07-15,ai,dialler-01,Amber Grill,555-344-3772,POS Validated,Cadence,Maria Andino,Managing Partner,Before 11am,
C001273,2026-06-15,ai,dialler-03,Vesper Chophouse,555-942-8416,Callback,,,,,
C001670,2026-06-19,ai,dialler-03,Lantern Taqueria,5552903469,Not reached,,,,,
C000468,2026-07-17,human,Fatima,Bramble Deli 1,+1 555 577 3021,POS Validated,Meridian,Sofia Johnson,General Manager,,
C001075,2026-07-12,ai,dialler-01,Basil and Bone Osteria,+1 555 916 5753,Callback,,,,,
C000589,2026-07-09,ai,dialler-03,Harrow Smokehouse,555-611-2831,No Answer,,,,,
C000702,2026-07-28,ai,dialler-03,LITTLE BEAR CAFE,555.480.8133,Data capture incomplete,,,,,
C001237,2026-07-26,ai,dialler-03,Foxtail Alehouse,+15557613140,Gatekeeper,,,,,
C000132,2026-07-28,ai,dialler-01,The Marigold To Go,+1 555 375 9845,Callback,,,,,
C001111,2026-07-11,human,Layla,BLUE HERON KITCHEN,555-991-9223,No Answer,,,,,
C001285,2026-07-01,human,Fatima,Juniper Oyster Bar,555.595.4402,Callback,,,,,
C000708,2026-07-13,human,Layla,The Tin Roof Cantina,+15552505310,Data capture incomplete,,,,,
C001170,2026-07-30,ai,dialler-02,Wren Steakhouse,5553608095,Not reached,,,,,
C000659,2026-07-02,human,Hiba,Tidewater Cantina Verano Bay,5557261706,Gatekeeper,,,,,
C001559,2026-07-29,ai,dialler-01,Marrow Table,555-773-8524,No Answer,,,,,
C001622,2026-07-07,human,Hiba,Pike Bakery,(555) 551-3176,Not reached,,,,,
C001404,2026-06-25,ai,dialler-02,Umber Alehouse,(555) 116-8603,No Answer,,,,,
C001158,2026-06-12,human,Zara,The Palisade Room,555-566-2897,Not reached,,,,,
C001613,2026-06-10,human,Fatima,Dovetail House,555-836-2332,Not reached,,,,,
C000529,2026-07-24,ai,dialler-01,Cardinal Room,5552787034,Gatekeeper,,,,,
C000142,2026-07-07,ai,dialler-03,Warbler Tavern,(555) 146-9904,Callback,,,,,
C000679,2026-06-26,human,Layla,Fernwood Kiosk 1,+15555223401,No Answer,,,,,
C001822,2026-08-02,human,Zara,Redbird Boba 1,+1 555 101 7251,Gatekeeper,,,,,
C000637,2026-06-12,human,Hiba,Rambler Boba,(555) 441-2099,Data capture incomplete,,,,,
C000663,2026-07-05,ai,dialler-03,Oxbow Taqueria,555-419-1309,Not reached,,,,,
C000701,2026-06-23,ai,dialler-01,Basil & Bone Smoothie,5556045857,Callback,,,,,
C001605,2026-06-23,ai,dialler-03,Cardinal Boba Verano Bay,+15552497698,Callback,,,,,
C000363,2026-07-28,human,Hiba,Olive & Ash Alehouse,(555) 971-7723,No Answer,,,,,
C000328,2026-07-29,ai,dialler-03,Bellwether Cantina,555.985.4744,No Answer,,,,,
C000739,2026-07-02,ai,dialler-02,Sorrel Cantina Restaurant,+15557670784,Data capture incomplete,,,,,
C001142,2026-07-03,ai,dialler-03,Heron Steakhouse,555.842.9338,Data capture incomplete,,Michael Brown,,,
C001019,2026-07-19,human,Hiba,Nettle Oyster Bar,(555) 183-9548,POS Validated,vellum pos,,,,
C001435,2026-07-16,ai,dialler-02,Wren To Go - Cedar Cross,5558325134,POS Validated,Northstar POS,,,,
C001880,2026-06-28,ai,dialler-03,Verde Cafe,+1 555 330 5824,Callback,,,,,
C000062,2026-06-11,ai,dialler-01,Plumb Oyster Bar,5556637630,POS Validated,Cadence Mini,,,,
C000397,2026-07-04,ai,dialler-01,Yarrow Alehouse,555-448-4520,Callback,,,,,
C001468,2026-07-03,human,Zara,Nettle Cantina,(555) 685-8158,Callback,,,,,
C000300,2026-07-03,ai,dialler-03,Cinder Room,5556490270,No Answer,,,,,
C000658,2026-06-23,ai,dialler-01,Saffron To Go,+15551892128,POS Validated,Cadence POS,Yolanda Schmidt,Operations Manager,,
C000077,2026-08-02,human,Fatima,Loam Chophouse,+15557280731,POS Validated,vellum,Elena Garcia,General Manager,Tue/Thu mornings,
C000963,2026-07-02,ai,dialler-02,Roan Taqueria,(555) 512-6514,Gatekeeper,,,,,
C001552,2026-07-18,ai,dialler-03,Sparrow Table,+1 555 925 2887,POS Validated,Northstar,,,,
C001077,2026-07-27,ai,dialler-02,Redbird Deli,(555) 536-8094,Gatekeeper,,,,,
C001846,2026-07-31,ai,dialler-03,Verde Brasserie Verano Bay,+1 555 773 5834,No Answer,,,,,
C000284,2026-07-11,ai,dialler-02,Ember Smoothie,5558692116,POS Validated,CADENCE,Nadia Johnson,General Manager,Tue/Thu mornings,
C000802,2026-07-08,ai,dialler-02,VERDE SMOKEHOUSE,+1 555 355 1152,Not reached,,,,,
C000734,2026-07-18,ai,dialler-02,Ironwood Trattoria,+1 555 999 4582,No Answer,,,,,
C000511,2026-08-01,human,Zara,Palisade Cantina,+15553662915,Callback,,,,,
C000521,2026-07-25,human,Layla,Dovetail Taqueria,5553877798,POS Validated,Meridian Server,Jennifer Johnson,Operations Manager,Mon-Fri 10am-12pm,
C001455,2026-07-09,human,Layla,Larkspur Smokehouse,(555) 602-1457,Not reached,,,,,
C000507,2026-06-09,human,Hiba,WREN CANTINA,+1 555 513 6215,Callback,,,,,
C001068,2026-06-30,human,Zara,Rambler Tavern,+15554942134,POS Validated,Northstar,,,,
C000676,2026-07-19,ai,dialler-02,Anchor Room,+15553309758,Callback,,,,,
C001029,2026-07-02,ai,dialler-02,The Yarrow Cantina,+15558935560,Not reached,,,,,
C001860,2026-06-17,ai,dialler-03,Zephyr Kiosk Verano Bay,+1 555 125 0894,Not reached,,,,,
C000453,2026-07-05,human,Fatima,Marigold Alehouse,(555) 841-5898,Callback,,,,,
C001314,2026-07-14,ai,dialler-03,Vesper Donuts,555-675-6077,No Answer,,,,,
C000047,2026-06-22,human,Fatima,Sable Dining Room Verano Bay,555-317-1871,POS Validated,Ironclad POS,Elena Andino,General Manager,,
C000765,2026-06-23,ai,dialler-03,Wren Oyster Bar,(555) 495-4355,Callback,,,,,
C000728,2026-07-03,ai,dialler-01,VERDE DELI 1,555.558.8043,Not reached,,,,,
C001244,2026-07-09,human,Hiba,Golden Hour Osteria,555.435.2649,No Answer,,,,,
C001315,2026-06-25,ai,dialler-03,Vesper Donuts - Bramble Row,555.675.6077,Callback,,,,,
C001282,2026-06-13,human,Hiba,Northbank Bistro,5551508297,POS Validated,Northstar Restaurant,,,,
C001368,2026-06-16,human,Zara,Nettle Steakhouse,(555) 916-7459,Callback,,,,,
C001693,2026-07-08,human,Layla,Rookery Oyster Bar,+1 555 782 6119,Callback,,,,,
C001043,2026-06-09,human,Fatima,Sable Trattoria,555-161-5414,Data capture incomplete,,,,,
C000886,2026-07-26,ai,dialler-03,Understory Bistro,5553663678,Not reached,,,,,
C001686,2026-08-02,human,Sana,Little Bear Sandwich Shop,+1 555 983 6685,Gatekeeper,,,,,
C001745,2026-07-18,human,Sana,Lantern Wine Bar,(555) 773-6190,Data capture incomplete,,,,,
C001695,2026-06-25,human,Sana,Cinder Kitchen Verano Bay,555.545.1514,Data capture incomplete,,Susan Petrou,,,
C000436,2026-07-11,human,Hiba,Saffron Supper Club,555.814.0796,POS Validated,Cadence Station,,,,
C001765,2026-07-16,ai,dialler-01,Sable Bistro,555.446.7597,Not reached,,,,,
C000822,2026-07-04,ai,dialler-02,Tallgrass Supper Club,555-773-1214,Not reached,,,,,
C000114,2026-07-09,human,Layla,The Juniper Dining Room,555-869-2322,No Answer,,,,,
C000729,2026-06-18,human,Zara,FERNWOOD BISTRO,(555) 494-7594,POS Validated,vellum pos,Marcus Patel,Managing Partner,,
C000016,2026-06-21,human,Hiba,Palisade Bistro,555-372-8108,Callback,,,,,
C001236,2026-07-27,ai,dialler-02,Silverfin Steakhouse,5558140250,No Answer,,,,,
C000364,2026-07-05,human,Hiba,Olive & Ash Alehouse,(555) 971-7723,No Answer,,,,,
C001689,2026-06-11,human,Hiba,Rookery Oyster Bar - Cedar Cross,(555) 782-6119,POS Validated,Ironclad POS,James Hernandez,Owner,Mon-Fri 10am-12pm,
C001426,2026-06-11,human,Hiba,Mercado Coffee,555-850-9445,Data capture incomplete,,,,,
C000885,2026-06-22,ai,dialler-01,Bluebird Taqueria,5555658909,POS Validated,Vellum POS,Victor Brown,Owner,After 9pm,
C000948,2026-06-24,ai,dialler-02,Loam Sandwich Shop,555-870-6534,Not reached,,,,,
C001737,2026-07-13,ai,dialler-03,Cinder Kiosk,+15553726023,POS Validated,VELLUM,,,,
C000543,2026-06-25,human,Sana,Zephyr Kitchen,(555) 692-9482,Callback,,,,,
C001809,2026-06-23,ai,dialler-01,Violet Taqueria,(555) 669-4701,Not reached,,,,,
C000455,2026-06-24,human,Hiba,Golden Hour Room,+1 555 575 8332,Callback,,,,,
C000536,2026-08-02,ai,dialler-01,Wildwood Chophouse Verano Bay,(555) 626-6371,No Answer,,,,,
C000289,2026-06-24,ai,dialler-03,Nettle Bakery,(555) 875-9344,POS Validated,Northstar,Yolanda Bianchi,General Manager,Before 11am,yolanda.bianchi@nettlebakery.example
C001119,2026-08-01,human,Zara,Quarry Oyster Bar Restaurant,555-365-8714,Gatekeeper,,,,,
C000937,2026-07-25,ai,dialler-02,Nightjar Smoothie 1 Restaurant,555-476-4333,Data capture incomplete,,,,,
C000425,2026-07-19,human,Sana,Wren House,555-342-4888,Not reached,,,,,
C001080,2026-07-07,ai,dialler-02,REDBIRD DELI,5555368094,Callback,,,,,
C001319,2026-07-08,human,Hiba,Rambler Wine Bar - Kingsway,5552582965,No Answer,,,,,
C001056,2026-07-10,human,Fatima,Golden Hour Oyster Bar,+1 555 822 7656,Gatekeeper,,,,,
C000976,2026-07-28,human,Layla,Plumb Tavern,(555) 350-5028,Gatekeeper,,,,,
C001779,2026-07-14,human,Hiba,Vesper Grill,555-733-5091,POS Validated,BlueCrest,Frank Schmidt,GM,Before 11am,frank.schmidt@vespergrill.example
C000840,2026-06-10,ai,dialler-03,The Oxbow Kitchen,5559029746,POS Validated,Saltbox,Elena Bianchi,GM,,
C000213,2026-06-11,human,Hiba,Roan Counter,555-970-6194,Data capture incomplete,,,,,
C001460,2026-06-26,ai,dialler-02,Kinship Coffee 1,(555) 543-2878,No Answer,,,,,
C000460,2026-06-12,ai,dialler-02,Magpie Trattoria,555.446.9376,Not reached,,,,,
C001721,2026-07-25,human,Hiba,Golden Hour Juice Bar,555.481.0446,Data capture incomplete,,,,,
C001355,2026-07-05,ai,dialler-01,Stonecutter Kitchen Restaurant,555-363-8947,No Answer,,,,,
C000735,2026-06-14,ai,dialler-03,Ironwood Trattoria,555.999.4582,Not reached,,,,,
C001089,2026-07-31,ai,dialler-01,Sixpence Deli,+1 555 623 1825,No Answer,,,,,
C000240,2026-06-28,ai,dialler-03,Sixpence Alehouse,+1 555 611 6531,POS Validated,Northstar Restaurant,,,,
C001066,2026-06-12,ai,dialler-01,Rambler Tavern,555.494.2134,Callback,,,,,
C000973,2026-07-20,human,Layla,The Tin Roof Wine Bar,5559528676,Not reached,,,,,
C001692,2026-07-23,ai,dialler-01,Rookery Oyster Bar,+15557826119,No Answer,,,,,
C000565,2026-07-11,ai,dialler-01,Cardinal Grill,555.993.7383,Callback,,,,,
C001759,2026-06-28,human,Fatima,Rookery Brasserie,+1 555 570 0424,POS Validated,Ironclad POS,Angela Murphy,Owner,,angela.murphy@rookerybrasserie.example
C000771,2026-06-30,ai,dialler-02,Anchor Supper Club,555.120.7550,Data capture incomplete,,,,,
C000502,2026-08-01,human,Sana,Copper Kiosk Verano Bay,555-497-6981,No Answer,,,,,
C001238,2026-07-26,human,Fatima,Foxtail Alehouse,555.761.3140,POS Validated,NorthStar,Nadia Doyle,Co-Owner,Mon-Fri 10am-12pm,nadia.doyle@foxtailalehouse.example
C000245,2026-06-20,human,Layla,Cardinal Chophouse,+15559549908,No Answer,,,,,
C001276,2026-07-10,human,Sana,The Motherland Osteria,+15553207694,Not reached,,,,,
C001166,2026-07-17,ai,dialler-03,Hearth Room,555.216.0464,POS Validated,IRONCLAD,,,,
C001213,2026-07-13,ai,dialler-02,Zephyr Creamery 1,555.212.0979,Data capture incomplete,,Tony Le,,,
C000494,2026-07-13,human,Fatima,Ironwood Table,555-362-4886,Data capture incomplete,,,,,
C001705,2026-07-20,human,Fatima,Jackdaw Chophouse,(555) 410-4852,No Answer,,,,,
C001723,2026-07-10,human,Layla,Golden Hour Juice Bar,555.481.0446,Not reached,,,,,
C001030,2026-06-16,ai,dialler-01,The Redbird Creamery,+15556521854,POS Validated,Ironclad POS,,,,
