source_row_id,source_platform,scraped_date,name,address,city,postcode,neighbourhood,phone,website,cuisine,price_band,rating,review_count,fullservice_keyword_filter,fullservice_llm_filter,fullservice_llm_confidence,pos_system,pos_signal,pos_eligibility,chain_size_bucket,restaurant_group
R002740,bookwell,2026-07-26,Sixpence Deli Restaurant,727 W Bayard Boulevard,Verano Bay,40339,Greenhithe,+15556231825,https://www.sixpencedeli.example,Contemporary,$$$$,4.1,620,fail,fail,0.72,Fern Post,website_fingerprint,fail,SME,
R002984,roamly,2026-07-27,Little Bear Juice Bar,7490 S Cortez Blvd,Verano Bay,40566,Rivera District,+15551288583,,Contemporary,$$$,3.8,900,fail,fail,0.94,not found,none,unknown,SME,
R001372,roamly,2026-07-16,Prairie Trattoria,7412 E Wexley St,Verano Bay,40301,Rivera District,555-448-7331,https://www.prairietrattoria.example,Indian,$$$,4.3,1091,pass,pass,0.91,Unknown,none,unknown,SME,
R003116,civicpages,2026-07-17,Sparrow Table,1529 N Ashfield Ave,Verano Bay,40426,Bayview Flats,5559252887,https://www.sparrowtable.example,Mexican,$$,3.7,1286,pass,pass,0.74,N/A,none,unknown,mid-cap,Sparrow Group
R003435,roamly,2026-07-26,The Thicket Wine Bar,4848 S Halloway St,Sundermere,40677,,555-718-5655,https://www.thicketwinebar.example,Greek,$$$,4.6,87,pass,pass,0.76,-,none,unknown,SME,
R003066,civicpages,2026-07-17,Cinder Bistro - Sunfield,914 North Mallow Road,Verano Bay,40171,Sunfield,555-808-5110,https://www.cinderbistro.example,Vietnamese,$$$,4.2,887,pass,pass,0.77,Unknown,none,unknown,mid-cap,Cinder Group
R000367,tablefind,2026-07-28,Olive & Ash House Restaurant,4456 N Quinton Boulevard,Verano Bay,40775,Harbor Point,555.267.3680,https://www.oliveashhouse.example,Steakhouse,$$,4.0,315,pass,pass,0.79,,none,unknown,SME,
R001124,dineline,2026-07-13,Nine Bridges Osteria - Stillwater,1421 North Quinton Road,Verano Bay,40261,Bayview Flats,555.201.9667,https://www.ninebridgesosteria.example,Indian,$$$,4.5,2257,pass,pass,0.84,Unknown,none,unknown,SME,
R001245,civicpages,2026-07-03,Loam Cantina,2358 S Mallow St,Verano Bay,40559,Harbor Point,+1 555 813 4789,,Vietnamese,$,3.5,1138,pass,pass,0.94,Unknown,none,unknown,SME,
R001770,bookwell,2026-07-14,Nightjar Kitchen,630 S Tarrow St,Verano Bay,40527,Old Mill,+15553574301,https://www.nightjarkitchen.example,Steakhouse,$,3.9,351,pass,pass,0.99,n/a,none,unknown,SME,
R001167,tablefind,2026-07-23,Bluebird Tavern Restaurant,377 South Wexley Ave,Verano Bay,40642,Miradero,+1 555 139 1534,https://www.bluebirdtavern.example,Mediterranean,$$$,4.8,741,pass,pass,0.81,Unknown,none,unknown,SME,
R000133,roamly,2026-07-17,THICKET OSTERIA,2866 E Ashfield Boulevard,Verano Bay,40456,Cedar Cross,555.294.0655,https://www.thicketosteria.example,Spanish,$$,4.0,749,pass,pass,0.93,UNKNOWN,none,unknown,SME,
R002906,civicpages,2026-07-05,Bramble Deli 1,5439 N Fennimore Rd,Verano Bay,40505,Sablewood,5555773021,https://www.brambledeli1.example,Vietnamese,$$$,3.9,1594,pass,fail,0.9,meridian,website_fingerprint,pass,SME,
R000974,roamly,2026-07-19,Plumb Smokehouse - Calder Park,1848 West Serra Ave,Verano Bay,40116,Calder Park,+1 555 679 4118,https://www.plumbsmokehouse.example,Japanese,$$$,3.4,1305,pass,pass,0.92,Ironclad POS,website_fingerprint,fail,SME,
R002691,atlasmaps,2026-07-28,Cobalt Counter,475 E Vance St,Verano Bay,40618,Old Mill,+15552730643,,Contemporary,$$$,4.1,464,pass,fail,0.92,unknown,none,unknown,SME,
R000515,atlasmaps,2026-07-24,Warbler Dining Room,"1108 N Mallow St, Verano Bay",Verano Bay,40529,Ashgrove,+1 555 550 0833,https://www.warblerdiningroom.example,Barbecue,$$,3.8,503,pass,pass,0.88,UNKNOWN,none,unknown,SME,
R001848,tablefind,2026-07-06,Hearth Smokehouse,7567 W Prospect Blvd,Verano Bay,40285,Lantern Hill,555.557.4813,https://www.hearthsmokehouse.example,Ethiopian,$,3.9,647,pass,pass,0.98,ironclad,website_fingerprint,fail,SME,
R000251,tablefind,2026-07-07,Juniper Supper Club Restaurant,6414 S Fennimore Ave,Verano Bay,40264,Bramble Row,+15556190462,https://www.junipersupperclub.example,Mediterranean,$$,3.4,1197,pass,pass,0.85,not found,none,unknown,SME,
R001143,roamly,2026-07-16,Foxglove Oyster Bar,5968 E Vance Blvd,Verano Bay,40493,Miradero,+1 555 667 9857,https://www.foxgloveoysterbar.example,Seafood,$$,4.6,970,pass,pass,0.79,n/a,none,unknown,SME,
R001004,roamly,2026-07-15,Zephyr Steakhouse,1181 S Bayard Rd,Verano Bay,40713,Palisade Park,+15556462220,https://www.zephyrsteakhouse.example,Steakhouse,$$$$,4.2,526,pass,pass,0.77,Cadence,website_fingerprint,fail,SME,
R001465,atlasmaps,2026-07-04,Stonecutter Cantina,3439 S Tarrow Rd,Verano Bay,40514,Ashgrove,555-350-6971,https://www.stonecuttercantina.example,Indian,$$$,3.8,986,pass,pass,0.88,N/A,none,unknown,SME,
R002082,dineline,2026-07-08,VESPER TABLE,4600 West Vance Ave,Verano Bay,40293,Sunfield,555.806.2116,https://www.vespertable.example,Korean,$$$,4.6,507,pass,pass,0.73,unknown,none,unknown,SME,
R000593,dineline,2026-07-16,Ironwood Brasserie,7953 N Calder Rd,Verano Bay,40364,Alder Heights,,https://www.ironwoodbrasserie.example,Steakhouse,$$,3.6,114,pass,pass,0.79,N/A,none,unknown,SME,
R001671,roamly,2026-07-16,Zephyr Wine Bar - Rivera District,3531 N Tarrow Street,Verano Bay,40150,Rivera District,555.764.4660,,Spanish,$$$,4.4,782,pass,pass,0.83,UNKNOWN,none,unknown,SME,
R001102,bookwell,2026-07-25,Bramble Alehouse - Harbor Point,5696 W Fennimore Road,Verano Bay,40794,Stillwater,555-692-3145,,Barbecue,$$$,4.2,1084,pass,pass,0.78,UNKNOWN,none,unknown,SME,
R000518,tablefind,2026-07-24,Understory Smokehouse,1504 W Cortez Blvd,Verano Bay,40407,Miradero,555.545.1898,https://www.understorysmokehouse.example,Ethiopian,$$$,4.2,1029,pass,pass,0.85,-,none,unknown,SME,
R003109,atlasmaps,2026-07-22,SORREL BISTRO,5147 S Bayard Ave,Verano Bay,40242,Old Mill,5554934022,https://www.sorrelbistro.example,Polish,$$$,3.6,196,pass,pass,0.85,N/A,none,unknown,mid-cap,Sorrel Group
R002072,tablefind,2026-07-22,SABLE BISTRO,"2181 N Mallow St, Verano Bay",Verano Bay,40597,Templeton,555-446-7597,https://www.sablebistro.example,Seafood,$$,4.5,1840,pass,pass,0.97,-,none,unknown,SME,
R000544,bookwell,2026-07-02,The Harrow Kitchen,"379 W Prospect Blvd, Verano Bay",Verano Bay,40119,Stillwater,5557160675,https://www.harrowkitchen.example,Thai,$,3.6,1459,pass,pass,0.81,unknown,none,unknown,SME,
R002348,bookwell,2026-07-11,Nettle Bakery,4864 N Quinton Rd,Verano Bay,40540,Alder Heights,(555) 875-9344,,Contemporary,$$,3.6,666,pass,fail,0.75,,none,unknown,SME,
R002914,atlasmaps,2026-07-01,Zephyr Juice Bar 1,4567 E Tarrow St,Verano Bay,40508,Fox Hollow,555-505-5284,https://www.zephyrjuicebar1.example,Spanish,$$,4.2,829,pass,fail,0.79,-,none,unknown,SME,
R001184,tablefind,2026-07-16,VIOLET STEAKHOUSE,3855 West Rivermead Avenue,Verano Bay,40246,Bramble Row,(555) 841-8408,https://www.violetsteakhouse.example,Spanish,$$$,4.0,1238,pass,pass,0.91,N/A,none,unknown,SME,
R000135,civicpages,2026-07-26,Rosewater Supper Club,4631 S Bayard Ave,Verano Bay,40471,Ferrymead,5555178357,https://www.rosewatersupperclub.example,Korean,$$$,4.2,932,pass,pass,0.77,not found,none,unknown,SME,
R000004,bookwell,2026-07-19,Sable Brasserie,7243 W Bayard Ave,Verano Bay,40396,Rivera District,5554672602,https://www.sablebrasserie.example,Korean,$$,3.4,1100,pass,pass,0.74,Ironclad POS,website_fingerprint,fail,mid-cap,Sable Hospitality Group
R001149,civicpages,2026-07-20,Dovetail Bistro Verano Bay,1430 N Prospect Blvd,Verano Bay,40692,Kingsway,555.715.9728,,Contemporary,$$$,3.7,443,pass,pass,0.89,UNKNOWN,none,unknown,SME,
R001456,atlasmaps,2026-07-21,Sparrow Oyster Bar,3204 S Fennimore Rd,Verano Bay,40264,Miradero,555-903-3943,https://www.sparrowoysterbar.example,Mexican,$,4.1,213,pass,pass,0.87,cadence,website_fingerprint,fail,SME,
R000624,tablefind,2026-07-06,Vesper Oyster Bar,6032 W Quinton Rd,Verano Bay,40463,Harbor Point,+15558318095,,Seafood,$$,4.5,1802,pass,pass,0.85,not found,none,unknown,SME,
R000231,atlasmaps,2026-06-30,Redbird House,3159 East Serra Boulevard,Verano Bay,40267,Old Mill,+1 555 905 4701,https://www.redbirdhouse.example,Thai,$$,4.7,1889,pass,pass,0.76,n/a,none,unknown,SME,
R002215,civicpages,2026-07-03,Foxtail Taqueria,5687 S Rivermead Rd,Verano Bay,40451,Templeton,555-295-5334,https://www.foxtailtaqueria.example,Steakhouse,$$,3.7,1691,pass,pass,0.75,-,none,unknown,SME,
R003432,civicpages,2026-07-23,Kingfisher Alehouse,1648 W Cortez Blvd,Sundermere,40690,,+15554418344,https://www.kingfisheralehouse.example,Ethiopian,$$$,3.6,388,pass,pass,0.93,meridian cloud,website_fingerprint,pass,SME,
R000399,bookwell,2026-07-20,Ember Steakhouse,2778 E Calder Blvd,Verano Bay,40160,Ashgrove,5552385772,,Contemporary,$$$,3.7,780,pass,pass,0.99,Unknown,none,unknown,SME,
R000045,dineline,2026-07-10,PRAIRIE CANTINA,4537 South Serra Ave,Verano Bay,40190,Stillwater,+15555488920,https://www.prairiecantina.example,Seafood,$,4.3,1903,pass,pass,0.89,,none,unknown,mid-cap,Prairie Table Group
R000658,atlasmaps,2026-07-21,Understory Table,975 E Ashfield St,Verano Bay,40381,Marisol,,,Barbecue,$,4.1,2090,pass,pass,0.91,-,none,unknown,SME,
R000889,dineline,2026-07-23,Kinship Kitchen Restaurant,3882 East Vance Rd,Verano Bay,40295,Greenhithe,555-149-1298,https://www.kinshipkitchen.example,Barbecue,$$$,4.5,1239,pass,pass,0.78,,none,unknown,SME,
R000389,roamly,2026-07-14,DRIFTWOOD ROOM,6802 South Quinton Avenue,Verano Bay,40602,Corvo Heights,555.510.9089,https://www.driftwoodroom.example,Ethiopian,$$$$,3.9,536,pass,pass,0.91,vellum,website_fingerprint,pass,SME,
R000416,roamly,2026-07-21,Oxbow Steakhouse,2031 S Calder Blvd,Verano Bay,40590,Bramble Row,+1 555 711 1637,,Barbecue,$$,3.8,362,pass,pass,0.83,-,none,unknown,SME,
R002583,civicpages,2026-07-05,Blue Heron Deli,6724 S Prospect Street,Verano Bay,40185,Ferrymead,(555) 380-0433,https://www.blueherondeli.example,Thai,$$$$,4.9,234,pass,fail,0.72,not found,none,unknown,SME,
R001702,civicpages,2026-07-08,Harrow Trattoria Restaurant,3605 N Fennimore Street,Verano Bay,40184,Miradero,5553967061,,Spanish,$$,3.8,611,pass,pass,0.81,N/A,none,unknown,SME,
R000553,civicpages,2026-07-01,VERDE KITCHEN,1234 North Mallow Avenue,Verano Bay,40550,Ashgrove,555.717.7751,https://www.verdekitchen.example,Ethiopian,$,3.9,1500,pass,pass,0.86,-,none,unknown,SME,
R002411,tablefind,2026-07-22,Heron Sandwich Shop,6341 S Tarrow St,Verano Bay,40726,Palisade Park,+15556265711,https://www.heronsandwichshop.example,Barbecue,$$,4.6,1568,pass,fail,0.77,not found,none,unknown,SME,
R001105,roamly,2026-07-13,Basil & Bone Wine Bar,7312 E Tarrow Blvd,Verano Bay,40568,Ashgrove,5557652605,,Spanish,$$,4.6,2144,pass,pass,0.82,not found,none,unknown,SME,
R000355,roamly,2026-07-24,Cardinal Wine Bar,4836 S Bayard Ave,Verano Bay,40422,Marisol,555-739-0365,https://www.cardinalwinebar.example,Steakhouse,$$,4.1,43,pass,pass,0.78,not found,none,unknown,SME,
R001425,civicpages,2026-07-22,Rambler House,2951 E Bayard Ave,Verano Bay,40137,Lantern Hill,555.634.6422,https://www.ramblerhouse.example,French,$$$,4.8,931,pass,pass,0.9,-,none,unknown,SME,
R000504,tablefind,2026-07-05,Marigold Brasserie,7431 N Calder Ave,Verano Bay,40442,Alder Heights,(555) 136-8598,https://www.marigoldbrasserie.example,Korean,$$,4.4,270,pass,pass,0.84,Vellum Restaurant,website_fingerprint,pass,SME,
R003199,bookwell,2026-07-04,Tallgrass Grill,2796 North Mallow St,Verano Bay,40407,Fox Hollow,555-961-8056,https://www.tallgrassgrill.example,Contemporary,$$$,3.8,127,pass,pass,0.85,n/a,none,unknown,mid-cap,Tallgrass Group
R003454,civicpages,2026-07-06,Harrow Chophouse,4990 S Cortez Rd,Sundermere,40407,,+15551704137,https://www.harrowchophouse.example,Contemporary,$$$$,4.5,765,pass,pass,0.81,unknown,none,unknown,SME,
R001813,atlasmaps,2026-07-14,Wildwood Kitchen Verano Bay,2174 S Mallow St,Verano Bay,40235,Palisade Park,555.734.2572,https://www.wildwoodkitchen.example,Japanese,$$,4.3,494,pass,pass,0.97,-,none,unknown,SME,
R000505,roamly,2026-07-03,Prairie Taqueria,2606 N Wexley St,Verano Bay,40641,Quarry End,555.988.4332,https://www.prairietaqueria.example,Indian,$$$$,4.4,451,pass,pass,0.73,UNKNOWN,none,unknown,SME,
R001843,civicpages,2026-07-15,BELLWETHER OSTERIA,"7641 S Cortez Rd, Verano Bay",Verano Bay,40491,Sunfield,5552340940,https://www.bellwetherosteria.example,Japanese,$,4.7,252,pass,pass,0.86,unknown,none,unknown,SME,
R002008,civicpages,2026-07-03,Pike Alehouse,1029 S Rivermead St,Verano Bay,40513,Ashgrove,,https://www.pikealehouse.example,French,$$$,4.1,201,pass,pass,0.84,not found,none,unknown,SME,
R003477,bookwell,2026-07-08,Hearth Kitchen,4368 N Wexley Blvd,Northmoor,40416,,5551067812,https://www.hearthkitchen.example,Greek,$$,4.5,1170,pass,pass,0.82,n/a,none,unknown,SME,
R000566,bookwell,2026-07-18,Copper Supper Club Verano Bay,7032 South Mallow Blvd,Verano Bay,40785,Harbor Point,555-326-7872,https://www.coppersupperclub.example,French,$$$$,3.8,509,pass,pass,0.95,n/a,none,unknown,SME,
R001550,roamly,2026-07-01,Cinder Smokehouse,5385 S Mallow Boulevard,Verano Bay,40714,Sablewood,555-707-9022,https://www.cindersmokehouse.example,Seafood,$$,4.2,1488,pass,pass,0.85,Unknown,none,unknown,SME,
R001507,tablefind,2026-07-16,Cardinal Room,1872 E Serra Rd,Verano Bay,40638,Ashgrove,5552787034,,Vietnamese,$$,3.4,1120,pass,pass,0.86,-,none,unknown,SME,
R001355,tablefind,2026-07-11,Foxtail Osteria Restaurant,5162 East Vance Avenue,Verano Bay,40693,Harbor Point,5554807002,,Seafood,$,4.1,473,pass,pass,0.89,N/A,none,unknown,SME,
R002763,tablefind,2026-07-15,Inkwell Sandwich Shop,4487 West Serra Boulevard,Verano Bay,40257,Corvo Heights,+15551686049,https://www.inkwellsandwichshop.example,Japanese,$$,4.1,436,pass,fail,0.93,Unknown,none,unknown,SME,
R000446,dineline,2026-06-30,Pike Wine Bar,3235 E Tarrow Blvd,Verano Bay,40490,Marisol,+15555394313,,Korean,$$$$,3.3,93,pass,pass,0.77,n/a,none,unknown,SME,
R002278,roamly,2026-06-30,Little Bear Sandwich Shop,5631 W Halloway Rd,Verano Bay,40145,Palisade Park,555-983-6685,,Japanese,$$,4.3,1425,fail,fail,0.92,unknown,none,unknown,SME,
R002552,tablefind,2026-07-19,Anchor Donuts,5365 E Tarrow Rd,Verano Bay,40441,Ashgrove,5555084436,https://www.anchordonuts.example,Korean,$$,4.7,836,fail,fail,0.9,UNKNOWN,none,unknown,SME,
R002509,bookwell,2026-07-22,Motherland Creamery,4999 W Rivermead Rd,Verano Bay,40603,Sunfield,(555) 827-6490,https://www.motherlandcreamery.example,Steakhouse,$$$,3.5,1349,fail,fail,0.92,,none,unknown,SME,
R003446,tablefind,2026-07-27,Juniper Taqueria,211 E Prospect Blvd,Kestrel Falls,40790,,555.634.1463,https://www.junipertaqueria.example,Greek,$$$$,4.8,1864,pass,pass,0.91,-,none,unknown,SME,
R002487,bookwell,2026-07-07,Harrow Kiosk,6772 S Prospect St,Verano Bay,40653,Ferrymead,+1 555 198 8874,https://www.harrowkiosk.example,Vietnamese,$$$,4.5,1299,pass,fail,0.94,,none,unknown,SME,
R001709,bookwell,2026-07-03,Thicket Brasserie,1920 S Prospect St,Verano Bay,40730,Ferrymead,+15557055210,https://www.thicketbrasserie.example,Polish,$,3.8,1029,pass,pass,0.87,n/a,none,unknown,SME,
R001360,civicpages,2026-07-10,Fernwood Dining Room,3929 E Serra St,Verano Bay,40681,Ashgrove,555-279-1211,https://www.fernwooddiningroom.example,Thai,$$$$,3.8,1884,pass,pass,0.75,UNKNOWN,none,unknown,SME,
R002110,tablefind,2026-07-13,Sixpence Taqueria,1980 S Calder St,Verano Bay,40695,Sablewood,(555) 594-9097,https://www.sixpencetaqueria.example,Korean,$$$$,4.2,20,pass,pass,0.79,Unknown,none,unknown,SME,
R002258,bookwell,2026-07-22,Sorrel To Go Restaurant,2515 S Mallow Blvd,Verano Bay,40112,Cedar Cross,555-501-3751,,Greek,$,3.4,926,pass,fail,0.96,unknown,none,unknown,SME,
R001803,dineline,2026-07-19,Wildwood Oyster Bar,3440 S Quinton Blvd,Verano Bay,40473,Kingsway,555-614-6703,,Japanese,$,4.4,1724,pass,pass,0.93,-,none,unknown,SME,
R003395,roamly,2026-07-11,Sixpence Wine Bar Verano Bay,627 E Rivermead St,Kestrel Falls,40120,,5555113040,https://www.sixpencewinebar.example,Seafood,$$$$,3.7,845,pass,pass,0.89,ironclad,website_fingerprint,fail,SME,
R002138,dineline,2026-06-30,Jackdaw Chophouse Restaurant,3415 South Bayard St,Verano Bay,40675,Miradero,555-410-4852,,Indian,$$$,3.6,887,pass,pass,0.82,,none,unknown,SME,
R002208,civicpages,2026-07-23,Yarrow Trattoria,6758 W Tarrow Ave,Verano Bay,40560,Sunfield,555-544-8886,https://www.yarrowtrattoria.example,Mediterranean,$$$,3.5,800,pass,pass,0.88,UNKNOWN,none,unknown,SME,
R001099,dineline,2026-07-27,Northbank Brasserie,2008 N Halloway Rd,Verano Bay,40642,Cedar Cross,+15551561019,https://www.northbankbrasserie.example,Mexican,$,4.4,1207,pass,pass,0.73,Ironclad POS,website_fingerprint,fail,SME,
R000854,bookwell,2026-07-27,Thistle Dining Room,7277 N Vance Road,Verano Bay,40429,Stillwater,+1 555 449 0004,https://www.thistlediningroom.example,Mediterranean,$$,4.3,899,pass,pass,0.99,N/A,none,unknown,SME,
R002805,bookwell,2026-07-01,Jackdaw Express 1 Verano Bay,4414 E Quinton Avenue,Verano Bay,40172,Stillwater,5551823892,https://www.jackdawexpress1.example,Italian,$,4.7,80,pass,fail,0.98,N/A,none,unknown,SME,
R000954,tablefind,2026-07-28,Sable House,2298 S Bayard St,Verano Bay,40207,Rivera District,,https://www.sablehouse.example,Barbecue,$$$,4.6,267,pass,pass,0.94,-,none,unknown,SME,
R000314,civicpages,2026-07-23,The Zephyr Table,1941 W Bayard Ave,Verano Bay,40249,Fox Hollow,555.631.6744,https://www.zephyrtable.example,Korean,$$,4.3,527,pass,pass,0.83,UNKNOWN,none,unknown,SME,
R000915,roamly,2026-07-03,Jackdaw Supper Club,2079 W Tarrow St,Verano Bay,40250,Miradero,5559755772,https://www.jackdawsupperclub.example,Vietnamese,$$$$,3.7,60,pass,pass,0.86,Unknown,none,unknown,SME,
R000809,atlasmaps,2026-07-17,Anchor Room,274 N Halloway St,Verano Bay,40114,Greenhithe,555.330.9758,,Seafood,$$,4.6,721,pass,pass,0.91,UNKNOWN,none,unknown,SME,
R001042,roamly,2026-07-15,Prairie House,1145 N Serra Rd,Verano Bay,40356,Stillwater,+1 555 140 0334,https://www.prairiehouse.example,Barbecue,$$,4.1,931,pass,pass,0.95,,none,unknown,SME,
R002523,bookwell,2026-07-07,TALLGRASS FOOD TRUCK,674 S Prospect Rd,Verano Bay,40138,Palisade Park,+1 555 906 7932,,Mexican,$$,3.9,542,pass,fail,0.92,n/a,none,unknown,SME,
R000155,roamly,2026-07-09,Roan Taqueria,6457 South Calder Road,Verano Bay,40672,Miradero,5555126514,https://www.roantaqueria.example,Ethiopian,$$$$,3.9,455,pass,pass,0.74,Northstar,website_fingerprint,pass,SME,
R000971,atlasmaps,2026-07-14,Foxtail Cantina,6048 W Wexley Ave,Verano Bay,40588,Sunfield,5559297546,https://www.foxtailcantina.example,Indian,$$$,4.3,756,pass,pass,0.91,N/A,none,unknown,SME,
R002863,atlasmaps,2026-07-17,Fernwood Juice Bar,2187 W Serra Blvd,Verano Bay,40754,Old Mill,5553544477,https://www.fernwoodjuicebar.example,Barbecue,$$$,4.3,1528,fail,fail,0.78,unknown,none,unknown,SME,
R001089,bookwell,2026-07-13,Tallgrass Table Restaurant,1887 North Ashfield Boulevard,Verano Bay,40329,Stillwater,(555) 114-0353,https://www.tallgrasstable.example,French,$$,3.5,1188,pass,pass,0.84,Northstar POS,website_fingerprint,pass,SME,
R002394,civicpages,2026-07-01,Zephyr Express,7659 E Mallow Ave,Verano Bay,40352,Lantern Hill,+15553641572,https://www.zephyrexpress.example,Polish,$$$$,4.4,238,fail,fail,0.9,-,none,unknown,SME,
R001375,roamly,2026-07-14,VIOLET CANTINA,1893 East Calder St,Verano Bay,40432,Miradero,+1 555 898 9534,,Italian,$$,4.3,689,pass,pass,0.77,n/a,none,unknown,SME,
R001363,atlasmaps,2026-07-01,Anchor Tavern Restaurant,6789 W Cortez Road,Verano Bay,40148,Stillwater,+15554910517,https://www.anchortavern.example,French,$$,4.6,404,pass,pass,0.78,Ironclad,website_fingerprint,fail,SME,
R003112,bookwell,2026-07-19,Kettle Tavern,292 West Rivermead Road,Verano Bay,40239,Ferrymead,555-501-3834,https://www.kettletavern.example,Peruvian,$$$$,3.6,911,pass,pass,0.76,unknown,none,unknown,mid-cap,Kettle Group
R002499,atlasmaps,2026-07-15,ROSEWATER EXPRESS,433 North Wexley Boulevard,Verano Bay,40298,Rivera District,555-725-9732,https://www.rosewaterexpress.example,Ethiopian,$$,4.8,1552,fail,fail,0.77,Cadence Station,website_fingerprint,fail,SME,
R000337,tablefind,2026-07-22,Amber Steakhouse,3476 S Calder Rd,Verano Bay,40131,Marisol,5556363079,https://www.ambersteakhouse.example,Peruvian,$$$$,4.1,495,pass,pass,0.81,UNKNOWN,none,unknown,SME,
R001345,dineline,2026-07-04,Zephyr Brasserie Restaurant,1595 W Bayard Avenue,Verano Bay,40721,Marisol,(555) 748-2588,https://www.zephyrbrasserie.example,Indian,$$$,4.3,653,pass,pass,0.86,UNKNOWN,none,unknown,SME,
R003161,tablefind,2026-07-03,Saffron House,7440 W Calder Blvd,Verano Bay,40222,Greenhithe,+1 555 382 8637,https://www.saffronhouse.example,Thai,$$,4.4,1176,pass,pass,0.98,cadence,website_fingerprint,fail,mid-cap,Saffron Group
R002439,roamly,2026-07-23,Driftwood Counter Verano Bay,4793 W Ashfield Street,Verano Bay,40637,Greenhithe,(555) 502-7699,https://www.driftwoodcounter.example,Barbecue,$$,4.6,967,pass,fail,0.86,n/a,none,unknown,SME,
R000413,roamly,2026-07-23,MARIGOLD OSTERIA,7441 N Lindmere Rd,Verano Bay,40517,Harbor Point,+15554292603,,French,$$,4.2,326,pass,pass,0.93,not found,none,unknown,SME,
R001988,dineline,2026-07-07,Mercado Tavern,5229 S Mallow St,Verano Bay,40552,Windrow,+1 555 915 6548,https://www.mercadotavern.example,Peruvian,$$,4.0,717,pass,pass,0.77,vellum,website_fingerprint,pass,SME,
R001598,tablefind,2026-07-21,The Salt & Vine Chophouse,4026 N Tarrow Boulevard,Verano Bay,40188,Corvo Heights,+1 555 186 5292,,Vietnamese,$$$,4.4,936,pass,pass,0.79,not found,none,unknown,SME,
R001736,roamly,2026-07-17,Jackdaw Table,1373 E Mallow Ave,Verano Bay,40255,Old Mill,555-296-7017,,Seafood,$$$$,4.1,1962,pass,pass,0.78,Unknown,none,unknown,SME,
R000705,atlasmaps,2026-07-26,Lantern Osteria,4945 E Fennimore Blvd,Verano Bay,40246,Greenhithe,+1 555 358 7926,https://www.lanternosteria.example,Barbecue,$$$,3.6,274,pass,pass,0.96,N/A,none,unknown,SME,
R001163,atlasmaps,2026-07-08,Wren Osteria,3451 N Fennimore St,Verano Bay,40309,Stillwater,5556198427,https://www.wrenosteria.example,Thai,$$$$,4.0,1875,pass,pass,0.84,UNKNOWN,none,unknown,SME,
R001810,dineline,2026-07-22,Tallgrass Supper Club,1347 South Serra Avenue,Verano Bay,40309,Old Mill,+15557731214,,Barbecue,$$$,3.4,272,pass,pass,0.76,n/a,none,unknown,SME,
R000380,atlasmaps,2026-06-30,Ember Cantina Verano Bay,7265 South Serra Avenue,Verano Bay,40187,Old Mill,+1 555 936 0005,https://www.embercantina.example,Korean,$$$,4.8,1477,pass,pass,0.93,UNKNOWN,none,unknown,SME,
R002909,atlasmaps,2026-07-18,Ember Counter,608 N Halloway St,Verano Bay,40210,Marisol,+1 555 343 5782,,Mediterranean,$$,3.9,230,pass,fail,0.84,,none,unknown,SME,
R002134,bookwell,2026-07-01,Alder Taqueria,6930 N Calder Rd,Verano Bay,40503,Bramble Row,+1 555 858 5963,https://www.aldertaqueria.example,Mediterranean,$$$,4.2,894,pass,pass,0.9,unknown,none,unknown,SME,
R001517,atlasmaps,2026-07-20,Marrow Steakhouse,3299 S Tarrow Rd,Verano Bay,40409,Palisade Park,555-264-6034,https://www.marrowsteakhouse.example,Barbecue,$$$,4.5,1279,pass,pass,0.96,not found,none,unknown,SME,
R001757,tablefind,2026-07-07,Copper Alehouse,6890 E Quinton St,Verano Bay,40258,Greenhithe,+15559616592,https://www.copperalehouse.example,Polish,$$,3.8,99,pass,pass,0.95,n/a,none,unknown,SME,
R001917,tablefind,2026-07-18,Blue Heron Bistro,3589 S Fennimore Ave,Verano Bay,40171,Kingsway,555-289-6044,https://www.blueheronbistro.example,Korean,$,3.6,1489,pass,pass,0.75,UNKNOWN,none,unknown,SME,
R000490,tablefind,2026-07-27,The Plumb Cantina,2826 North Cortez Rd,Verano Bay,40408,Calder Park,555.510.5113,https://www.plumbcantina.example,Steakhouse,$$$$,3.3,963,pass,pass,0.73,ironclad,website_fingerprint,fail,SME,
R002424,bookwell,2026-07-05,Violet Express,1454 S Fennimore St,Verano Bay,40243,Cedar Cross,5551935927,https://www.violetexpress.example,Japanese,$$,3.4,927,fail,fail,0.91,-,none,unknown,SME,
R001258,dineline,2026-07-21,Mercado Smokehouse,7421 E Tarrow St,Verano Bay,40134,Sablewood,5556993016,https://www.mercadosmokehouse.example,Japanese,$,3.5,2099,pass,pass,0.91,N/A,none,unknown,SME,
R000786,atlasmaps,2026-07-14,Magpie Tavern,1614 W Rivermead Ave,Verano Bay,40270,Sablewood,555-869-9421,https://www.magpietavern.example,Peruvian,$$$,4.7,967,pass,pass,0.96,n/a,none,unknown,SME,
R003470,tablefind,2026-07-07,Loam Grill,2676 W Lindmere Ave,Calla Ridge,40726,,5559258319,https://www.loamgrill.example,Steakhouse,$$$,3.8,862,pass,pass,0.8,N/A,none,unknown,SME,
R002493,dineline,2026-07-23,Anchor Coffee,7799 W Vance St,Verano Bay,40740,Corvo Heights,555.612.9008,https://www.anchorcoffee.example,Peruvian,$$$,4.4,373,fail,fail,0.81,,none,unknown,SME,
